gavinandresen,2011-10-05T14:29:43Z,Closing; RPC changes should be discussed first on the mailing list or forums.\n,https://github.com/bitcoin/bitcoin/pull/556#issuecomment-2298468,2298468,
TheBlueMatt,2011-12-10T17:15:00Z,"Not entirely sure how useful the first set in getinfo is, but the second one definitely could be useful in some cases, and since neither is gonna take a performance hit, I see no problem with this; ACK.\n",https://github.com/bitcoin/bitcoin/pull/556#issuecomment-3091795,3091795,
