6bd00d08543bd72d5c8a5b1d9b491c14f3bd134e,2020-03-31 01:48:02,luke-jr,"src/script/sign.cpp,src/script/sign.h,src/wallet/scriptpubkeyman.cpp,src/wallet/scriptpubkeyman.h,src/wallet/wallet.cpp,src/wallet/wallet.h"
126ed4db59290e8d0bb850d437574efb2145bcb4,2018-04-08 02:53:13,kallewoof,"src/rpc/rawtransaction.cpp,src/rpc/rawtransaction_util.cpp,src/rpc/rawtransaction_util.h,src/wallet/rpcwallet.cpp"
54aa714cd93def4411240d485ed47352e75a7525,2018-04-09 05:43:10,kallewoof,"src/rpc/rawtransaction.cpp,src/rpc/rawtransaction_util.cpp,src/wallet/rpcwallet.cpp"
1c02fbc6953f7f8d8238f5b6cefe7e5f78332afe,2019-01-24 07:29:49,kallewoof,test/functional/feature_segwit.py
ddb8d028f268aac74329cbb135d13ba06560d700,2018-05-10 06:44:20,kallewoof,doc/release-notes-pr12911.md
