BitcoinPullTester,2014-03-23T07:39:46Z,"Automatic sanity-testing: PASSED, see http://jenkins.bluematt.me/pull-tester/17a326b88cb2d117fbc82c2aa107b328119a59a2 for binaries and test log.\nThis test script verifies pulls every time they are updated. It, however, dies sometimes and fails to test properly.  If you are waiting on a test, please check timestamps to verify that the test.log is moving at http://jenkins.bluematt.me/pull-tester/cu",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38376232,38376232,
fanquake,2014-03-23T07:45:40Z,"The copyright headers have already been updated for 2014 in #3646. The files your proposing changes to are files that haven't been modified this year, an thus don't need the copyright header changed.\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38376310,38376310,
laanwj,2014-03-23T08:11:40Z,"Indeed. Only update copyright headers when something in the code changed in that year.\n\nNote that the copyright headers in src/test and qa/ were added recently, so the adding of those headers doesn't count towards the year either.\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38376633,38376633,
felipelalli,2014-03-23T09:32:30Z,"Thank you for the explanation, I'm sorry for the mistake.\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38377827,38377827,
leofidus,2014-03-23T15:47:19Z,"It's also unnessesary to write ""Copyright (c)"" since the (c) is supposed to replace the word copyright. But that seems to be our practice now.\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38386268,38386268,
laanwj,2014-03-24T08:05:17Z,"I vaguely remember that historically the reason that Copyright (C) is used in software is that (C) in itself is not the real copyright symbol and thus may not be valid in court.\n(There is ©, but using non-ASCII characters in C/C++ source is still non-portable)\n\nBut even if not strictly necessary anymore, please don't do an all-over-the-place update for this.\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38419359,38419359,
luke-jr,2014-03-24T08:10:02Z,"(Note you no longer have to make any copyright notice, at all, to have a valid copyright)\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38419596,38419596,
leofidus,2014-03-24T08:33:47Z,"@laanwj I realise we're getting off topic, but if ""(c)"" was not a valid option, why didn't people just use ""Copyright""? ""Copyright 2014"" sounds unambigious, has no redundancy, looks good, uses no non-ASCII characters ... so why is ""Copyright (c) 2014"" so often prefered?\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38420935,38420935,
laanwj,2014-03-24T09:02:12Z,"@leofidus No clue, though a lot of legalese stuff is cargo cult. Better to be on the safe side in case something goes to court, even if that implies adding three of four (C) and TM symbols :-)\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38422816,38422816,
felipelalli,2014-03-24T16:27:40Z,"Actually isn't wrong as well to change all files to 2014, since the file is fundamental part of the entire project and the project was modified. The companies where I worked was used to change all copyright files (actually this could be automatic). It's just a convention of this project, and it's also ok! :) \n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38466149,38466149,
gavinandresen,2014-03-24T16:36:39Z,"Please don't bikeshed this, we did that last year.  Official Policy is to change the copyright year on the file if the file is changed in that year.  Closing this pull request as Against Official Policy.\n",https://github.com/bitcoin/bitcoin/pull/3944#issuecomment-38467282,38467282,
