fanquake,2015-11-01T10:54:39Z,utACK\n,https://github.com/bitcoin/bitcoin/pull/6926#issuecomment-152816781,152816781,
dexX7,2015-11-01T13:36:13Z,Ha! :)\n\nConfirmed on Windows 8.1; this resolves #6886.\n,https://github.com/bitcoin/bitcoin/pull/6926#issuecomment-152826941,152826941,
