MarcoFalke,2019-05-03 19:01:02,"You might have to put the files after sed?\n\n`sed ...foobar.. $(git grep -l ""chainActive"" | grep -E '(h|cpp)$')`",https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489204964,489204964,
jamesob,2019-05-03 19:03:37,"Oops, missed an `xargs`. Thanks @MarcoFalke.",https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489205773,489205773,
DrahtBot,2019-05-03 19:21:02,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#15946](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/15946.html) (Allow maintaining the blockfilterindex when",https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489210835,489210835,
Sjors,2019-05-04 10:29:04,utACK 486c1ee,https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489314966,489314966,
practicalswift,2019-05-04 11:44:46,@jamesob Should `::ChainActive()` be annotated `EXCLUSIVE_LOCKS_REQUIRED(cs_main)`?,https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489319611,489319611,
MarcoFalke,2019-05-06 14:47:05,"@practicalswift No, I don't think that compiles right now",https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489648141,489648141,
promag,2019-05-06 15:09:26,utACK 486c1ee.,https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489656400,489656400,
practicalswift,2019-05-06 15:48:19,utACK 486c1eea863a41e597ae4fddc392f446f2518b4b,https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489670317,489670317,
MarcoFalke,2019-05-06 18:47:58,This will be merged tomorrow unless there are objections,https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-489731649,489731649,
morcos,2019-05-07 19:17:34,@jamesob Can you clean up the comments/help text that got modified by the scripted diff?,https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-490219867,490219867,
jamesob,2019-05-07 19:21:06,"@morcos are you saying change the ""::ChainActive()"" back to something else in comments? Personally I don't mind them that way (since the old comments referred to a particular symbol, i.e. ""chainActive""). What were you thinking in terms of a replacement?",https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-490221062,490221062,
morcos,2019-05-07 19:46:48,"discussed offline, i guess the comments aren't bad, the help text bugs me slightly, but not sure i have a better solution...",https://github.com/bitcoin/bitcoin/pull/15948#issuecomment-490229185,490229185,
