DrahtBot,2018-09-26T01:20:18Z,"<!--e57a25ab6845829454e8d69fc972939a-->Reviewers, this pull request conflicts with the following ones:\n\n* #13621 (Check for datadir after the config files were read by Flowdalic)\n\nIf you consider this pull request important, please also help to review the conflicting pull requests. Ideally, start with the one that should be merged first.",https://github.com/bitcoin/bitcoin/pull/14324#issuecomment-424552969,424552969,
DrahtBot,2018-09-28T03:14:54Z,<!--32850dd3fdea838b4049e64f46995ea2-->\n| Coverage  | Change ([pull 14324](https://drahtbot.github.io/reports/coverage/bitcoin/bitcoin/14324/total.coverage/index.html)) | Reference ([master](https://drahtbot.github.io/reports/coverage/bitcoin/bitcoin/master/total.coverage/index.html))   |\n|-----------|-------------------------|--------------------|\n| Lines     | +0.0000 %            | 87.0361 %,https://github.com/bitcoin/bitcoin/pull/14324#issuecomment-425307968,425307968,
