bitcoinland,2014-07-22T00:10:04Z,I realized just after submiting this pull request that it should be fixed in the transifex repository. I just fixed it there so I am closing this.\n\nSorry for the mistake.\n\nAdriano\n,https://github.com/bitcoin/bitcoin/pull/4569#issuecomment-49682912,49682912,
sipa,2014-07-22T00:35:08Z,"Thanks for fixing; but indeed, on Transifex please :)\n",https://github.com/bitcoin/bitcoin/pull/4569#issuecomment-49684631,49684631,
