gavinandresen,2012-06-22T15:50:54Z,ACK\n,https://github.com/bitcoin/bitcoin/pull/1502#issuecomment-6511008,6511008,
luke-jr,2012-06-22T16:01:16Z,"BIP22 intentionally supports this use-case with ""sizelimit"":false (not implemented in bitcoind); another option could be added to skip the priority sorting\n\nBut I don't care enough to debate how this is done, so meh.\n",https://github.com/bitcoin/bitcoin/pull/1502#issuecomment-6511309,6511309,
