sandakersmann,2014-11-08T23:02:21Z,Squashed version of #5242\n,https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62282380,62282380,
laanwj,2014-11-10T12:19:22Z,Isn't it very un-English to attach words to each other?\n,https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62376732,62376732,
jgarzik,2014-11-10T13:01:14Z,"@laanwj Yes, it is.  But online people seem to go for absolute efficiency.  Thus e-mail became email.\n\nIt is very... Finnish, perhaps?  They love prefixes and suffixes.\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62380945,62380945,
sipa,2014-11-10T13:31:31Z,"In Dutch and German you can pretty much arbitrarily join words together (use ""AB"" mean ""B of A""), so I believe @laanwj and myself aren't qualified to judge this :)\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62384013,62384013,
sandakersmann,2014-11-10T14:51:09Z,"Google search:\n\n""blockchain"": 3,860,000 results\n""block chain"": 1,030,000 results\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62394045,62394045,
jonasschnelli,2014-11-10T14:59:51Z,"@sandakersmann \nWhen googling after ""block chain"" around 50% of the result are pages with the word ""blockchain"".\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62395310,62395310,
sandakersmann,2014-11-10T15:39:15Z,"Satoshi was the inventor of the blockchain and the creator of Bitcoin. Kind of funny that Satoshi's invention was the blockchain, but he didn't mention it in the White Paper. Other inventions in one word: dishwasher, aircraft and television.\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62401867,62401867,
gavinandresen,2014-11-10T15:46:45Z,"""A foolish consistency is the hobgoblin of little minds, adored by little statesmen and philosophers and divines.""\n-- Ralph Waldo Emerson\n\nNAK from me. We all know that ""block chain"" and ""blockchain"" are the same thing, and the reason for writing is to communicate, not to enforce arbitrary rules on each other.\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62403118,62403118,
sandakersmann,2014-11-10T16:26:09Z,"Yes, we all understand all three alternatives. My motives were not to dictate what word other people use, but that we as a community could be proactive and influence which alternative that make it into the dictionaries. I also think this type of standardization in the source code would be helpful.\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62410020,62410020,
rebroad,2014-11-10T23:31:22Z,"I still use ""e-mail"", not ""email"". Anyway, I thought blockchain was a company and the block chain was Satoshi's invention.\n",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62476102,62476102,
laanwj,2014-11-11T07:56:05Z,"@rebroad Most links I find when searching for ""blockchain"" are indeed about the company, not the concept.\n\nAside, I had no idea that bicycles could also employ block chains:\n\n> A block chain, also called a ""bar-link"" or ""block-and-bar"" chain, is a mechanical drive chain. It is composed of side plates, where each plate straddles one end of a block and is connected to the block with a pin going ",https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62513482,62513482,
sandakersmann,2014-11-11T15:02:39Z,Ok. Let's wait. I can make a new pull when Oxford Dictionaries Online picks a version of the word.\n,https://github.com/bitcoin/bitcoin/pull/5248#issuecomment-62558757,62558757,
