fanquake,2017-02-06T14:20:23Z,"Couldn't you have merged this into one of the two just-merged typo PRs. Rather than opening an pull-request to fix the same thing.\n\nI can't believe new typos are being re-introduced this quickly anyways.",https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-277694940,277694940,
practicalswift,2017-02-06T14:50:29Z,"These typos were are all introduced in fairly recently merged PRs:\n\n* `src/init.cpp`: minimimum (minimum) - typo introduced in 7b1add3c28aae8caf2e1517f15cd953eacbb4931 on December 13:th\n* `src/rpc/client.cpp`: Specifiy (Specify) - typo introduced in 481f289765fab47ff2e0bd7dfb968f2bd92fd608 on November 12:th\n* `src/rpc/misc.cpp`: callsites (call sites) - typo introduced in 99464bc38e9575ff4",https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-277704518,277704518,
MarcoFalke,2017-02-07T12:26:46Z,utACK 2152f8e. In the future I'd suggest this is done only every 6 months (prior to every release).,https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-277984324,277984324,
paveljanik,2017-02-07T14:21:06Z,ACK https://github.com/bitcoin/bitcoin/commit/2152f8ee274839e85464937223ca1247d4dd5441,https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-278013254,278013254,
practicalswift,2017-02-09T18:30:58Z,"Fixed another typo (""tempoarily"" → ""temporarily""): 719292bbaeca1a0e4ae1d0e3c0823f0fca00ed05",https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-278730323,278730323,
practicalswift,2017-02-14T19:08:32Z,Anything needed before merge? :-),https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-279803760,279803760,
paveljanik,2017-02-14T19:11:33Z,@practicalswift Please squash,https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-279804642,279804642,
practicalswift,2017-02-14T19:20:24Z,@paveljanik Squashed and pushed! :-),https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-279807162,279807162,
paveljanik,2017-02-14T19:34:48Z,reACK https://github.com/bitcoin/bitcoin/pull/9696/commits/0c9b9b7d646333cb3212f1bea98e629c416cbe42,https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-279811433,279811433,
fanquake,2017-02-16T12:44:02Z,utACK 0c9b9b7,https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-280320773,280320773,
MarcoFalke,2017-02-18T11:15:03Z,"utACK 0c9b9b7.\n\n@practicalswift If you find some more typos, that is great, but please wait a few months until submitting a pull request. We have no pressure to fix all typos immediately, it is enough to do it twice a year or something.",https://github.com/bitcoin/bitcoin/pull/9696#issuecomment-280839005,280839005,
