bpay,2017-07-21T18:24:32Z,This sort of thing should be handled by unique_ptr or some other form of RAII.,https://github.com/bitcoin/bitcoin/pull/10895#issuecomment-317076742,317076742,
jonasschnelli,2017-07-21T18:27:27Z,"Agree with @bpay: Should use a unique_ptr for `CWallet *tempWallet = new CWallet(std::move(dbw));` (same way like the line above: `std::unique_ptr<CWalletDBWrapper> dbw(new CWalletDBWrapper(&bitdb, walletFile));`)",https://github.com/bitcoin/bitcoin/pull/10895#issuecomment-317077511,317077511,
