DrahtBot,2019-09-02 16:25:32,"<!--e57a25ab6845829454e8d69fc972939a-->\n\nThe following sections might be updated with supplementary metadata relevant to reviewers and maintainers.\n\n<!--174a7506f384e20aa4161008e828411d-->\n### Conflicts\nReviewers, this pull request conflicts with the following ones:\n\n* [#16341](https://drahtbot.github.io/bitcoin_core_issue_redirect/r/16341.html) (Introduce ScriptPubKeyMan interface and use",https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-527198966,527198966,
emilengler,2019-09-02 18:28:34,"Concept NACK, I think it would be better to do this at the end of December",https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-527219849,527219849,
MarcoFalke,2019-09-04 12:59:39,"ACK, I think it is fine to do this before every major release.",https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-527889223,527889223,
GChuf,2019-09-05 18:44:44,"Like MarcoFalke said, I did this because a major release is comming soon.\nAnd I've also updated the script.",https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-528520946,528520946,
emilengler,2019-09-05 19:16:20,Even though this should be done really shortly before the release like the last commit before the version bump,https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-528538633,528538633,
GChuf,2019-09-05 23:17:26,"@emilengler regarding the timing, I don't see how that would change anything - what is the reasoning behind that? What I am thinking is, the end result is the same.",https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-528642704,528642704,
emilengler,2019-09-06 12:07:35,There will be bug fixes as well before the final freeze. If some files are changed again we would need to do this again,https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-528828909,528828909,
emilengler,2019-09-06 12:08:19,@laanwj Could you run this script in the version bump commit when the time occurs,https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-528829119,528829119,
GChuf,2019-09-06 12:14:10,I imagine the headers would stay untouched when bug fixes happen - noone would be changing them back from 2019 to 2018 or something similar - is that not true? Am I missing something? ,https://github.com/bitcoin/bitcoin/pull/16789#issuecomment-528830819,528830819,
