laanwj,2014-10-06T02:32:04Z,"Yeah I also considered this at some point.\n\nSee the depends mechanism in master, it does a similar thing but for all dependencies not just bdb.\n\nhttps://github.com/bitcoin/bitcoin/blob/master/depends/README.usage\n",https://github.com/bitcoin/bitcoin/pull/5043#issuecomment-57964929,57964929,
tinybike,2014-10-06T07:24:13Z,"Very cool!  I did not realize this existed; thank you for the heads-up.  (I was tinkering with an old version (0.9.1), and sent this pull request by accident.)\n",https://github.com/bitcoin/bitcoin/pull/5043#issuecomment-57982149,57982149,
