gavinandresen,2012-02-17T18:26:23Z,"ACK on the code changes (I haven't compiled/tested, though)\n",https://github.com/bitcoin/bitcoin/pull/838#issuecomment-4025159,4025159,
sipa,2012-02-19T20:34:57Z,ACK; compiles and works\n,https://github.com/bitcoin/bitcoin/pull/838#issuecomment-4044939,4044939,
