gavinandresen,2014-02-25T14:11:19Z,How do we test this change?\n,https://github.com/bitcoin/bitcoin/pull/3743#issuecomment-36010390,36010390,
petertodd,2014-02-25T14:29:39Z,"There's a testcase in the unit tests that ensures that a '' CHECKSIG NOT is considered a valid transaction. The CPubKey.IsValid() function just tests size() > 0 after all, and size() returns an unsigned char.\n\nWhich is where things get interesting: CPubKey.size() is a new thing from Pieter when he created the CPubKey class; the previous code in checksig tested vchSig.empty(). Since the new CPubK",https://github.com/bitcoin/bitcoin/pull/3743#issuecomment-36012252,36012252,
