MarcoFalke,2017-04-14T10:32:44Z,utACK c9e31c36ffacedb85d4d9ce75a92e011a3e7d4b4,https://github.com/bitcoin/bitcoin/pull/10207#issuecomment-294133037,294133037,
paveljanik,2017-04-17T18:07:04Z,"minutes only for rescan? ;-)\n\nutACK https://github.com/bitcoin/bitcoin/pull/10207/commits/c9e31c36ffacedb85d4d9ce75a92e011a3e7d4b4",https://github.com/bitcoin/bitcoin/pull/10207#issuecomment-294545993,294545993,
