practicalswift,2020-04-28 10:47:43,Concept ACK,https://github.com/bitcoin/bitcoin/pull/18796#issuecomment-620530378,620530378,
laanwj,2020-04-30 13:23:35,"ACK otherwise, `NON_FATAL` was always a temporary hack it's good to see it gone.",https://github.com/bitcoin/bitcoin/pull/18796#issuecomment-621832906,621832906,
laanwj,2020-05-14 17:59:21,ACK eacedfb0230978748cbcfb13817fed7e7c756ba7,https://github.com/bitcoin/bitcoin/pull/18796#issuecomment-628795869,628795869,
laanwj,2020-04-30 09:57:59,"- Do we want to print `stderr` to `stderr` maybe? (in this case, why `PIPE` it at all)\n- I'm not sure `Error opening file` is a good error message here. Might want to print the command that failed with the exit status.\n- Launching a command and raising an error on non-zero exit status what `subprocess.check_call` does. This might be good enough instead of defining our own function.",https://github.com/bitcoin/bitcoin/pull/18796#discussion_r417894805,417894805,contrib/devtools/security-check.py
fanquake,2020-05-14 12:12:43,I've swapped to just using [`subprocess.run`](https://docs.python.org/3.5/library/subprocess.html#subprocess.run).,https://github.com/bitcoin/bitcoin/pull/18796#discussion_r425088374,425088374,contrib/devtools/security-check.py
